entity_id,state,domain,friendly_name
sensor.energy_kwh_meter_fornuis_apparent_power_phase_1,7.802,sensor,Energy kWh meter Fornuis Apparent power phase 1
sensor.energy_kwh_meter_fornuis_apparent_power_phase_2,128.101,sensor,Energy kWh meter Fornuis Apparent power phase 2
sensor.energy_kwh_meter_fornuis_apparent_power_phase_3,208.658,sensor,Energy kWh meter Fornuis Apparent power phase 3
sensor.energy_kwh_meter_fornuis_reactive_power,344.468,sensor,Energy kWh meter Fornuis Reactive power
sensor.energy_kwh_meter_fornuis_reactive_power_phase_1,-7.711,sensor,Energy kWh meter Fornuis Reactive power phase 1
sensor.energy_kwh_meter_fornuis_reactive_power_phase_2,-128.099,sensor,Energy kWh meter Fornuis Reactive power phase 2
sensor.energy_kwh_meter_fornuis_reactive_power_phase_3,-208.657,sensor,Energy kWh meter Fornuis Reactive power phase 3
sensor.energy_kwh_meter_fornuis_power_factor_phase_1,15.2,sensor,Energy kWh meter Fornuis Power factor phase 1
sensor.energy_kwh_meter_fornuis_power_factor_phase_2,0.6,sensor,Energy kWh meter Fornuis Power factor phase 2
sensor.energy_kwh_meter_fornuis_power_factor_phase_3,0.3,sensor,Energy kWh meter Fornuis Power factor phase 3
switch.energy_kwh_meter_fornuis_cloud_connection,on,switch,Energy kWh meter Fornuis Cloud connection
sensor.energy_kwh_kleinboil_wi_fi_ssid,KleinLess,sensor,Energy kWh meter KleinBoil Wi-Fi SSID
sensor.energy_kwh_kleinboil_wi_fi_strength,100,sensor,Energy kWh meter KleinBoil Wi-Fi strength
sensor.energy_kwh_kleinboil_energy_import,2992.499,sensor,Energy kWh meter KleinBoil Energy import
sensor.energy_kwh_kleinboil_energy_export,unavailable,sensor,Energy kWh meter KleinBoil Energy export
sensor.energy_kwh_kleinboil_power,0.0,sensor,Energy kWh meter KleinBoil Power
sensor.energy_kwh_kleinboil_voltage,234.516,sensor,Energy kWh meter KleinBoil Voltage
sensor.energy_kwh_kleinboil_current,0.037,sensor,Energy kWh meter KleinBoil Current
sensor.energy_kwh_kleinboil_frequency,50.049,sensor,Energy kWh meter KleinBoil Frequency
sensor.energy_kwh_kleinboil_apparent_power,7.681,sensor,Energy kWh meter KleinBoil Apparent power
sensor.energy_kwh_kleinboil_reactive_power,-7.5,sensor,Energy kWh meter KleinBoil Reactive power
sensor.energy_kwh_kleinboil_power_factor,21.6,sensor,Energy kWh meter KleinBoil Power factor
switch.energy_kwh_kleinboil_cloud_connection,on,switch,Energy kWh meter KleinBoil Cloud connection
sensor.energy_kwh_meter_kleinfloor_wi_fi_ssid,KleinLess,sensor,Energy kWh meter KleinFloor Wi-Fi SSID
sensor.energy_kwh_meter_kleinfloor_wi_fi_strength,100,sensor,Energy kWh meter KleinFloor Wi-Fi strength
sensor.energy_kwh_meter_kleinfloor_energy_import,475.579,sensor,Energy kWh meter KleinFloor Energy import
sensor.energy_kwh_meter_kleinfloor_power,0.0,sensor,Energy kWh meter KleinFloor Power
sensor.energy_kwh_meter_kleinfloor_voltage,232.382,sensor,Energy kWh meter KleinFloor Voltage
sensor.energy_kwh_meter_kleinfloor_current,0.0,sensor,Energy kWh meter KleinFloor Current
sensor.energy_kwh_meter_kleinfloor_frequency,50.0,sensor,Energy kWh meter KleinFloor Frequency
sensor.energy_kwh_meter_kleinfloor_apparent_power,0.0,sensor,Energy kWh meter KleinFloor Apparent power
sensor.energy_kwh_meter_kleinfloor_reactive_power,0.0,sensor,Energy kWh meter KleinFloor Reactive power
sensor.energy_kwh_meter_kleinfloor_power_factor,100.0,sensor,Energy kWh meter KleinFloor Power factor
sensor.energy_kwh_meter_kleinfloor_production_power,0.0,sensor,Energy kWh meter KleinFloor Production power
switch.energy_kwh_meter_kleinfloor_cloud_connection,on,switch,Energy kWh meter KleinFloor Cloud connection
sensor.energy_kwh_meter_kleinshed_wi_fi_ssid,KleinLess,sensor,Energy kWh meter KleinShed Wi-Fi SSID
sensor.energy_kwh_meter_kleinshed_wi_fi_strength,100,sensor,Energy kWh meter KleinShed Wi-Fi strength
sensor.energy_kwh_meter_kleinshed_energy_import,3.513,sensor,Energy kWh meter KleinShed Energy import
sensor.energy_kwh_meter_kleinshed_power,-20.262,sensor,Energy kWh meter KleinShed Power
sensor.energy_kwh_meter_kleinshed_voltage,232.888,sensor,Energy kWh meter KleinShed Voltage
sensor.energy_kwh_meter_kleinshed_current,0.313,sensor,Energy kWh meter KleinShed Current
sensor.energy_kwh_meter_kleinshed_frequency,50.0,sensor,Energy kWh meter KleinShed Frequency
sensor.energy_kwh_meter_kleinshed_apparent_power,72.788,sensor,Energy kWh meter KleinShed Apparent power
sensor.energy_kwh_meter_kleinshed_reactive_power,-69.905,sensor,Energy kWh meter KleinShed Reactive power
sensor.energy_kwh_meter_kleinshed_power_factor,27.8,sensor,Energy kWh meter KleinShed Power factor
sensor.energy_kwh_meter_kleinshed_production_power,20.262,sensor,Energy kWh meter KleinShed Production power
switch.energy_kwh_meter_kleinshed_cloud_connection,on,switch,Energy kWh meter KleinShed Cloud connection
sensor.energy_kwh_meter_charger_wi_fi_ssid,KleinLess,sensor,Energy kWh Meter Charger Wi-Fi SSID
sensor.energy_kwh_meter_charger_wi_fi_strength,100,sensor,Energy kWh Meter Charger Wi-Fi strength
sensor.energy_kwh_meter_charger_energy_import,3669.234,sensor,Energy import
sensor.energy_kwh_meter_charger_energy_export,unavailable,sensor,Energy kWh Meter Charger Energy export
sensor.energy_kwh_meter_charger_power,6.13,sensor,Energy kWh Meter Charger Power
sensor.energy_kwh_meter_charger_power_phase_1,6.13,sensor,Energy kWh Meter Charger Power phase 1
sensor.energy_kwh_meter_charger_power_phase_2,0.0,sensor,Energy kWh Meter Charger Power phase 2
sensor.energy_kwh_meter_charger_power_phase_3,0.0,sensor,Energy kWh Meter Charger Power phase 3
sensor.energy_kwh_meter_charger_voltage_phase_1,234.341,sensor,Energy kWh Meter Charger Voltage phase 1
sensor.energy_kwh_meter_charger_voltage_phase_2,233.049,sensor,Energy kWh Meter Charger Voltage phase 2
sensor.energy_kwh_meter_charger_voltage_phase_3,232.277,sensor,Energy kWh Meter Charger Voltage phase 3
sensor.energy_kwh_meter_charger_current,0.037,sensor,Energy kWh Meter Charger Current
sensor.energy_kwh_meter_charger_current_phase_1,0.037,sensor,Energy kWh Meter Charger Current phase 1
sensor.energy_kwh_meter_charger_current_phase_2,0.0,sensor,Energy kWh Meter Charger Current phase 2
sensor.energy_kwh_meter_charger_current_phase_3,0.0,sensor,Energy kWh Meter Charger Current phase 3
sensor.energy_kwh_meter_charger_frequency,49.952,sensor,Energy kWh Meter Charger Frequency
sensor.energy_kwh_meter_charger_apparent_power,8.748,sensor,Energy kWh Meter Charger Apparent power
sensor.energy_kwh_meter_charger_apparent_power_phase_1,8.748,sensor,Energy kWh Meter Charger Apparent power phase 1
sensor.energy_kwh_meter_charger_apparent_power_phase_2,0.0,sensor,Energy kWh Meter Charger Apparent power phase 2
sensor.energy_kwh_meter_charger_apparent_power_phase_3,0.0,sensor,Energy kWh Meter Charger Apparent power phase 3
sensor.energy_kwh_meter_charger_reactive_power,6.241,sensor,Energy kWh Meter Charger Reactive power
sensor.energy_kwh_meter_charger_reactive_power_phase_1,-6.241,sensor,Energy kWh Meter Charger Reactive power phase 1
sensor.energy_kwh_meter_charger_reactive_power_phase_2,0.0,sensor,Energy kWh Meter Charger Reactive power phase 2
sensor.energy_kwh_meter_charger_reactive_power_phase_3,0.0,sensor,Energy kWh Meter Charger Reactive power phase 3
sensor.energy_kwh_meter_charger_power_factor_phase_1,69.7,sensor,Energy kWh Meter Charger Power factor phase 1
sensor.energy_kwh_meter_charger_power_factor_phase_2,100.0,sensor,Energy kWh Meter Charger Power factor phase 2
sensor.energy_kwh_meter_charger_power_factor_phase_3,100.0,sensor,Energy kWh Meter Charger Power factor phase 3
switch.energy_kwh_meter_charger_cloud_connection,on,switch,Energy kWh Meter Charger Cloud connection
button.p1_meter_identify,unknown,button,P1 meter Identify
number.p1_meter_status_light_brightness,100,number,P1 meter Status light brightness
sensor.p1_meter_dsmr_version,50,sensor,P1 meter DSMR version
sensor.p1_meter_smart_meter_model,Kaifa AIFA-METER,sensor,P1 meter Smart meter model
sensor.p1_meter_smart_meter_identifier,E0060100003721920,sensor,P1 meter Smart meter identifier
sensor.p1_meter_wi_fi_ssid,KleinLess,sensor,P1 meter Wi-Fi SSID
sensor.p1_meter_active_tariff,2,sensor,P1 meter Tariff
sensor.p1_meter_wi_fi_strength,100,sensor,P1 meter Wi-Fi strength
sensor.p1_meter_total_power_import,37011.576,sensor,P1 import
sensor.p1_meter_total_power_import_tariff_1,16655.642,sensor,P1 meter Energy import tariff 1
sensor.p1_meter_total_power_import_tariff_2,20355.934,sensor,P1 meter Energy import tariff 2
sensor.p1_meter_total_power_export,8150.601,sensor,P1 export
sensor.p1_meter_total_power_export_tariff_1,2520.355,sensor,P1 meter Energy export tariff 1
sensor.p1_meter_total_power_export_tariff_2,5630.246,sensor,P1 meter Energy export tariff 2
sensor.p1_meter_active_power,1494.0,sensor,P1 meter Power
sensor.p1_meter_active_power_phase_1,47.0,sensor,P1 meter Power phase 1
sensor.p1_meter_active_power_phase_2,741.0,sensor,P1 meter Power phase 2
sensor.p1_meter_active_power_phase_3,704.0,sensor,P1 meter Power phase 3
sensor.p1_meter_active_voltage_phase_1,233.0,sensor,P1 meter voltage phase 1
sensor.p1_meter_active_voltage_phase_2,234.6,sensor,P1 meter voltage phase 2
sensor.p1_meter_active_voltage_phase_3,232.5,sensor,P1 meter voltage phase 3
sensor.p1_meter_current,6.388,sensor,P1 meter  current
sensor.p1_meter_active_current_phase_1,0.202,sensor,P1 meter active current phase 1
sensor.p1_meter_active_current_phase_2,3.159,sensor,P1 meter  active current phase 2
sensor.p1_meter_active_current_phase_3,3.028,sensor,P1 meter active current phase 3
sensor.p1_meter_voltage_sags_detected_phase_1,30,sensor,P1 meter Voltage sags detected phase 1
sensor.p1_meter_voltage_sags_detected_phase_2,29,sensor,P1 meter Voltage sags detected phase 2
sensor.p1_meter_voltage_sags_detected_phase_3,29,sensor,P1 meter Voltage sags detected phase 3
sensor.p1_meter_voltage_swells_detected_phase_1,3,sensor,P1 meter Voltage swells detected phase 1
sensor.p1_meter_voltage_swells_detected_phase_2,6,sensor,P1 meter Voltage swells detected phase 2
sensor.p1_meter_voltage_swells_detected_phase_3,4,sensor,P1 meter Voltage swells detected phase 3
sensor.p1_meter_power_failures_detected,3,sensor,P1 meter Power failures detected
sensor.p1_meter_long_power_failures_detected,3,sensor,P1 meter Long power failures detected
switch.p1_meter_cloud_connection,on,switch,P1 meter Cloud connection
sensor.system_monitor_disk_free,194.4,sensor,System Monitor Disk free /
sensor.system_monitor_disk_use_media,30.0,sensor,System Monitor Disk use /media
sensor.system_monitor_disk_use,30.0,sensor,System Monitor Disk use /
sensor.system_monitor_disk_usage,13.4,sensor,System Monitor Disk usage /
sensor.system_monitor_last_boot,2026-07-31T15:31:04+00:00,sensor,Last HW boot
sensor.system_monitor_load_1_min,0.24,sensor,System Monitor Load (1 min)
sensor.system_monitor_load_5_min,0.21,sensor,System Monitor Load (5 min)
sensor.system_monitor_load_15_min,0.25,sensor,System Monitor Load (15 min)
sensor.system_monitor_memory_free,4906.1,sensor,System Monitor Memory free
sensor.system_monitor_memory_use,3046.2,sensor,System Monitor Memory use
sensor.system_monitor_memory_usage,38.3,sensor,System Monitor Memory usage
sensor.system_monitor_network_in_end0,3850.1,sensor,System Monitor Network in end0
sensor.system_monitor_processor_use,3,sensor,System Monitor Processor use
sensor.system_monitor_processor_temperature,60.6,sensor,System Monitor Processor temperature
sensor.system_monitor_swap_free,2620.6,sensor,System Monitor Swap free
sensor.system_monitor_swap_use,0.5,sensor,System Monitor Swap use
sensor.system_monitor_swap_usage,0.0,sensor,System Monitor Swap usage
sensor.system_monitor_network_throughput_out_hassio,0.0,sensor,System Monitor Network throughput out hassio
sensor.system_monitor_network_throughput_out_lo,0.0,sensor,System Monitor Network throughput out lo
radio_frequency.kleinlink_1,unknown,radio_frequency,kleinlink-1 RF transmitter
remote.kleinlink_1,on,remote,kleinlink-1
infrared.kleinlink_1_ir_emitter,unknown,infrared,kleinlink-1 IR emitter
sensor.kleinbroad_temperature,25.28,sensor,kleinlink-1 Temperature
sensor.kleinbroad_humidity,51.86,sensor,kleinlink-1 Humidity
sensor.energyzero_today_gas_current_hour_price,0.69,sensor,Gas market price Current hour
sensor.energyzero_today_gas_next_hour_price,0.69,sensor,Gas market price Next hour
sensor.energyzero_today_energy_current_hour_price,0.24,sensor,Energy market price Current hour
sensor.energyzero_today_energy_next_hour_price,0.23,sensor,Energy market price Next hour
sensor.energyzero_today_energy_average_price,0.15,sensor,Energy market price Average - today
sensor.energyzero_today_energy_max_price,0.24,sensor,Energy market price Highest price - today
sensor.energyzero_today_energy_min_price,0,sensor,Energy market price Lowest price - today
sensor.energyzero_today_energy_highest_price_time,2026-08-03T17:00:00+00:00,sensor,Energy market price Time of highest price - today
sensor.energyzero_today_energy_lowest_price_time,2026-08-03T11:00:00+00:00,sensor,Energy market price Time of lowest price - today
sensor.energyzero_today_energy_percentage_of_max,100.0,sensor,Energy market price Current percentage of highest price - today
sensor.energyzero_today_energy_hours_priced_equal_or_lower,24,sensor,Energy market price Hours priced equal or lower than current - today
stt.faster_whisper,unknown,stt,faster-whisper
radio_frequency.woonkamer_rflink_transmitter,unknown,radio_frequency,RFlink Transmitter
switch.badkamer_buiten_ui,on,switch,Badkamer - buiten (ui)
switch.badkamer_binnen_ui,on,switch,Badkamer - binnen (ui)
switch.keuken_plafondlicht_ui,off,switch,Keuken - plafondlicht (ui)
switch.tafel_ui,on,switch,Tafel (ui)
switch.rolluik_j_d_ui,off,switch,Rolluik J/D (ui)
switch.rolluik_r_r_ui,on,switch,Rolluik R/R (ui)
switch.deken_knop_ui,off,switch,Deken - knop (ui)
switch.slaapkamer_r_r_deken_rr_ui,off,switch,Deken RR (ui)
switch.achterdeurbel_ui,off,switch,Achterdeurbel (ui)
switch.voordeurbel_ui,off,switch,Voordeurbel (ui)
binary_sensor.woonkamer_rflink_connection_status,on,binary_sensor,RFlink Connection status
tts.piper,2026-07-29T18:08:23.543328+00:00,tts,piper
stt.speech_to_phrase,unknown,stt,speech-to-phrase
climate.echo_vloerverwarming,off,climate,Echo (vloerverwarming)
switch.echo_vloerverwarming_child_lock,off,switch,Echo (vloerverwarming) Child lock
switch.echo_vloerverwarming_frost_protection,off,switch,Echo (vloerverwarming) Frost protection
number.red_robin_voortuin_max_soil_moisture,60,number,Red Robin (voortuin) Max soil moisture
number.red_robin_voortuin_min_soil_moisture,15,number,Red Robin (voortuin) Min soil moisture
number.red_robin_voortuin_max_temperature,35,number,Red Robin (voortuin) Max temperature
number.red_robin_voortuin_min_temperature,5,number,Red Robin (voortuin) Min temperature
number.red_robin_voortuin_max_air_humidity,80,number,Red Robin (voortuin) Max air humidity
number.red_robin_voortuin_min_air_humidity,30,number,Red Robin (voortuin) Min air humidity
number.red_robin_voortuin_max_soil_temperature,40,number,Red Robin (voortuin) Max soil temperature
number.red_robin_voortuin_min_soil_temperature,10,number,Red Robin (voortuin) Min soil temperature
number.red_robin_voortuin_max_vpd,1.6,number,Red Robin (voortuin) Max VPD
number.red_robin_voortuin_min_vpd,0.4,number,Red Robin (voortuin) Min VPD
sensor.red_robin_voortuin_soil_moisture,78.0,sensor,Red Robin (voortuin) Soil moisture
sensor.red_robin_voortuin_temperature,25.5,sensor,Red Robin (voortuin) Temperature
sensor.red_robin_voortuin_air_humidity,99.0,sensor,Red Robin (voortuin) Air humidity
sensor.red_robin_voortuin_vapour_pressure_deficit,0.03,sensor,Red Robin (voortuin) Vapour pressure deficit
plant.red_robin_voortuin,problem,plant,Red Robin (voortuin)
binary_sensor.gordijn_j_d_charging_status_2,unavailable,binary_sensor,Gordijn J/D Charging status
plant.bruidsplant_achtertuin,unknown,plant,Bruidsplant (achtertuin)
number.bamboo_achtertuin_max_soil_moisture,60,number,Bamboo (achtertuin) Max soil moisture
number.bamboo_achtertuin_min_soil_moisture,15,number,Bamboo (achtertuin) Min soil moisture
number.bamboo_achtertuin_max_temperature,32,number,Bamboo (achtertuin) Max temperature
number.bamboo_achtertuin_min_temperature,5,number,Bamboo (achtertuin) Min temperature
number.bamboo_achtertuin_max_air_humidity,80,number,Bamboo (achtertuin) Max air humidity
number.bamboo_achtertuin_min_air_humidity,30,number,Bamboo (achtertuin) Min air humidity
number.bamboo_achtertuin_max_vpd,1.6,number,Bamboo (achtertuin) Max VPD
number.bamboo_achtertuin_min_vpd,0.4,number,Bamboo (achtertuin) Min VPD
sensor.bamboo_achtertuin_soil_moisture,24.0,sensor,Bamboo (achtertuin) Soil moisture
sensor.bamboo_achtertuin_temperature,23.7,sensor,Bamboo (achtertuin) Temperature
sensor.bamboo_achtertuin_air_humidity,99.0,sensor,Bamboo (achtertuin) Air humidity
sensor.bamboo_achtertuin_vapour_pressure_deficit,0.03,sensor,Bamboo (achtertuin) Vapour pressure deficit
plant.bamboo_achtertuin,problem,plant,Bamboo (achtertuin)
binary_sensor.gordijn_j_d_running_2,unavailable,binary_sensor,Gordijn J/D Running
binary_sensor.poort_bewegingssensor_occupancy_2,off,binary_sensor,Poort bewegingssensor Occupancy
binary_sensor.poort_bewegingssensor_illuminance_above_threshold_2,off,binary_sensor,Poort bewegingssensor Illuminance above threshold
binary_sensor.veranda_bewegingssensor_occupancy_2,off,binary_sensor,Veranda bewegingssensor Occupancy
binary_sensor.veranda_bewegingssensor_illuminance_above_threshold_2,off,binary_sensor,Veranda bewegingssensor Illuminance above threshold
binary_sensor.achterdeur_magneetsensor_contact,on,binary_sensor,Achterdeur magneetsensor Door
binary_sensor.achterdeur_magneetsensor_battery_low,off,binary_sensor,Achterdeur magneetsensor Battery
binary_sensor.achterdeur_magneetsensor_tamper,off,binary_sensor,Achterdeur magneetsensor Tamper
binary_sensor.ev3_sv1_24_engine,off,binary_sensor,EV3 Engine
binary_sensor.ev3_sv1_24_defrost,off,binary_sensor,EV3 Defrost
binary_sensor.ev3_sv1_24_steering_wheel_heater,off,binary_sensor,EV3 Steering Wheel Heater
binary_sensor.ev3_sv1_24_back_window_heater,off,binary_sensor,EV3 Back Window Heater
binary_sensor.ev3_sv1_24_front_left_door,off,binary_sensor,EV3 Front Left Door
binary_sensor.ev3_sv1_24_front_right_door,off,binary_sensor,EV3 Front Right Door
binary_sensor.ev3_sv1_24_back_left_door,off,binary_sensor,EV3 Back Left Door
binary_sensor.ev3_sv1_24_back_right_door,off,binary_sensor,EV3 Back Right Door
binary_sensor.ev3_sv1_24_trunk,off,binary_sensor,EV3 Trunk
binary_sensor.ev3_sv1_24_hood,off,binary_sensor,EV3 Hood
binary_sensor.ev3_sv1_24_front_left_window,off,binary_sensor,EV3 Front Left Window
binary_sensor.ev3_sv1_24_front_right_window,off,binary_sensor,EV3 Front Right Window
binary_sensor.ev3_sv1_24_back_left_window,off,binary_sensor,EV3 Back Left Window
binary_sensor.ev3_sv1_24_back_right_window,off,binary_sensor,EV3 Back Right Window
binary_sensor.ev3_sv1_24_ev_battery_charge,off,binary_sensor,EV3 EV Battery Charge
binary_sensor.ev3_sv1_24_ev_battery_plug,on,binary_sensor,EV3 EV Battery Plug
binary_sensor.ev3_sv1_24_fuel_low_level,off,binary_sensor,EV3 Fuel Low Level
binary_sensor.ev3_sv1_24_smart_key_battery_warning,off,binary_sensor,EV3 Smart Key Battery Warning
binary_sensor.ev3_sv1_24_washer_fluid_warning,off,binary_sensor,EV3 Washer Fluid Warning
binary_sensor.ev3_sv1_24_tire_pressure_all,off,binary_sensor,EV3 Tire Pressure - All
binary_sensor.ev3_sv1_24_tire_pressure_rear_left,off,binary_sensor,EV3 Tire Pressure - Rear Left
binary_sensor.ev3_sv1_24_tire_pressure_front_left,off,binary_sensor,EV3 Tire Pressure - Front Left
binary_sensor.ev3_sv1_24_tire_pressure_front_right,off,binary_sensor,EV3 Tire Pressure - Front Right
binary_sensor.ev3_sv1_24_tire_pressure_rear_right,off,binary_sensor,EV3 Tire Pressure - Rear Right
binary_sensor.ev3_sv1_24_air_conditioner,off,binary_sensor,EV3 Air Conditioner
binary_sensor.ev3_sv1_24_brake_fluid_warning,off,binary_sensor,EV3 Brake Fluid Warning
binary_sensor.digital_only_ev3_accessory,off,binary_sensor,EV3 Accessory
binary_sensor.digital_only_ev3_ign3,off,binary_sensor,EV3 IGN3
binary_sensor.digital_only_ev3_sleep_mode_check,on,binary_sensor,EV3 Sleep Mode Check
binary_sensor.digital_only_ev3_headlamp_status,off,binary_sensor,EV3 Headlamp Status
binary_sensor.digital_only_ev3_front_left_lamp_fault,off,binary_sensor,EV3 Front Left Lamp Fault
binary_sensor.digital_only_ev3_front_right_lamp_fault,off,binary_sensor,EV3 Front Right Lamp Fault
binary_sensor.digital_only_ev3_headlamp_left_high_fault,off,binary_sensor,EV3 Headlamp Left High Fault
binary_sensor.digital_only_ev3_headlamp_right_high_fault,off,binary_sensor,EV3 Headlamp Right High Fault
binary_sensor.digital_only_ev3_rear_left_lamp_fault,off,binary_sensor,EV3 Rear Left Lamp Fault
binary_sensor.digital_only_ev3_rear_right_lamp_fault,off,binary_sensor,EV3 Rear Right Lamp Fault
binary_sensor.digital_only_ev3_turn_signal_left_front,off,binary_sensor,EV3 Turn Signal Left Front
binary_sensor.digital_only_ev3_turn_signal_right_front,off,binary_sensor,EV3 Turn Signal Right Front
binary_sensor.digital_only_ev3_turn_signal_left_rear,off,binary_sensor,EV3 Turn Signal Left Rear
binary_sensor.digital_only_ev3_turn_signal_right_rear,off,binary_sensor,EV3 Turn Signal Right Rear
binary_sensor.ev3_locked,off,binary_sensor,EV3 Locked
binary_sensor.ev3_front_left_door_lock,off,binary_sensor,EV3 Front Left Door Lock
binary_sensor.ev3_front_right_door_lock,off,binary_sensor,EV3 Front Right Door Lock
binary_sensor.ev3_back_left_door_lock,off,binary_sensor,EV3 Back Left Door Lock
binary_sensor.ev3_back_right_door_lock,off,binary_sensor,EV3 Back Right Door Lock
binary_sensor.digital_only_ev3_ev_battery_winter_mode,on,binary_sensor,EV3 EV Battery Winter Mode
binary_sensor.digital_only_ev3_ev_battery_precondition,off,binary_sensor,EV3 EV battery precondition
binary_sensor.digital_only_ev3_ev_battery_heating,off,binary_sensor,EV3 EV battery heating
button.ev3_ev3_force_refresh,unknown,button,EV3 Force Refresh
button.digital_only_ev3_start_hazard_lights,unknown,button,EV3 Start Hazard Lights
button.digital_only_ev3_start_hazard_lights_and_horn,unknown,button,EV3 Start Hazard Lights and Horn
button.digital_only_ev3_start_valet_mode,unknown,button,EV3 Start Valet Mode
button.digital_only_ev3_stop_valet_mode,unknown,button,EV3 Stop Valet Mode
button.digital_only_ev3_open_all_windows,unknown,button,EV3 Open All Windows
button.digital_only_ev3_close_all_windows,unknown,button,EV3 Close All Windows
button.digital_only_ev3_vent_all_windows,unknown,button,EV3 Vent All Windows
cover.ev3_front_left_window,closed,cover,EV3 Front Left Window
cover.ev3_front_right_window,closed,cover,EV3 Front Right Window
cover.ev3_back_left_window,closed,cover,EV3 Back Left Window
cover.ev3_back_right_window,closed,cover,EV3 Back Right Window
sensor.ev3_sv1_24_total_driving_range,335.0,sensor,EV3 Total Driving Range
sensor.ev3_sv1_24_odometer,20168.0,sensor,EV3 Odometer
sensor.ev3_sv1_24_car_battery_level,89,sensor,EV3 Car Battery Level
sensor.ev3_sv1_24_last_updated_at,2026-08-03T18:26:49+00:00,sensor,EV3 Last Updated At
sensor.digital_only_ev3_last_scanned_at,2026-08-03T18:53:18+00:00,sensor,EV3 Last Scanned At
sensor.ev3_sv1_24_ev_battery_level,85.5,sensor,EV3 EV Battery Level
sensor.ev3_sv1_24_ev_state_of_health_battery,100,sensor,EV3 EV State of Health Battery
sensor.ev3_sv1_24_ev_battery_level_2,169862.4,sensor,EV3 EV Battery Remaining Energy
sensor.ev3_sv1_24_ev_battery_capacity,209880,sensor,EV3 EV Battery Capacity
sensor.ev3_sv1_24_ev_range,335.0,sensor,EV3 EV Range
sensor.ev3_sv1_24_fuel_level,0,sensor,EV3 Fuel Level
sensor.ev3_set_temperature,22.0,sensor,EV3 Set Temperature
sensor.ev3_sv1_24_estimated_charge_duration,0,sensor,EV3 Estimated Charge Duration
sensor.ev3_sv1_24_estimated_fast_charge_duration,50,sensor,EV3 Estimated Fast Charge Duration
sensor.ev3_sv1_24_estimated_portable_charge_duration,255,sensor,EV3 Estimated Portable Charge Duration
sensor.ev3_sv1_24_estimated_station_charge_duration,80,sensor,EV3 Estimated Station Charge Duration
sensor.ev3_sv1_24_target_range_of_charge_ac,399,sensor,EV3 Target Range of Charge AC
sensor.ev3_sv1_24_target_range_of_charge_dc,399,sensor,EV3 Target Range of Charge DC
sensor.ev3_sv1_24_total_energy_consumption,672776,sensor,EV3 90 Day Energy Consumption
sensor.ev3_sv1_24_total_energy_regeneration,290340,sensor,EV3 Total Energy Regeneration
sensor.ev3_sv1_24_average_energy_consumption,139,sensor,EV3 Average Energy Consumption
sensor.ev3_sv1_24_front_left_seat,Off,sensor,EV3 Front Left Seat
sensor.ev3_sv1_24_front_right_seat,Off,sensor,EV3 Front Right Seat
sensor.ev3_sv1_24_rear_left_seat,Off,sensor,EV3 Rear Left Seat
sensor.ev3_sv1_24_rear_right_seat,Off,sensor,EV3 Rear Right Seat
sensor.ev3_sv1_24_geocoded_location,"37, Dukaatslag, Houten, Utrecht, Nederland, 3991 TB, Nederland",sensor,EV3 Geocoded Location
sensor.ev3_sv1_24_ev_charging_current_limit,90,sensor,EV3 EV Charging Current Limit
sensor.ev3_ev_charging_power,0,sensor,EV3 EV Charging Power
sensor.ev3_sv1_24_vehicle_identification_number,KNAFD81BXS6034537,sensor,EV3 Vehicle Identification Number
sensor.ev3,ENGINE_TYPES.EV,sensor,EV3
sensor.digital_only_ev3,0,sensor,EV3
sensor.digital_only_ev3_ev_battery_pack_voltage,409.6,sensor,EV3 EV Battery Pack Voltage
sensor.digital_only_ev3_ev_battery_temperature_min,31,sensor,EV3 EV Battery Temperature Min
sensor.digital_only_ev3_ev_battery_temperature_max,33,sensor,EV3 EV Battery Temperature Max
sensor.digital_only_ev3_ev_battery_water_temperature,32,sensor,EV3 EV Battery Water Temperature
sensor.digital_only_ev3_ev_power_consumption_battery_heater,0,sensor,EV3 EV Power Consumption Battery Heater
sensor.ev3_location_last_updated,2026-08-03T18:23:51+00:00,sensor,EV3 Location Last Updated
sensor.digital_only_ev3_drive_mode,Normal,sensor,EV3 Drive Mode
sensor.ev3_sv1_24_daily_driving_stats,27,sensor,EV3 Daily Driving Stats
sensor.ev3_sv1_24_todays_daily_driving_stats,2026-08-03,sensor,EV3 Today's Daily Driving Stats
sensor.ev3_sv1_24_data,on,sensor,EV3 Data
device_tracker.ev3_sv1_24_location,home,device_tracker,EV3 Location
lock.ev3_sv1_24_door_lock,locked,lock,EV3 Door Lock
number.ev3_sv1_24_ac_charging_limit,100,number,EV3 AC Charging Limit
number.ev3_sv1_24_dc_charging_limit,100,number,EV3 DC Charging Limit
number.ev3_sv1_24_v2l_limit,20,number,EV3 V2L Limit
switch.ev3_ev3_ev_charging,off,switch,EV3 EV Charging
switch.ev3_ev3_climate,off,switch,EV3 Climate
switch.ev3_ev_scheduled_departure_1,off,switch,EV3 EV Scheduled Departure 1
switch.ev3_ev_scheduled_departure_2,off,switch,EV3 EV Scheduled Departure 2
binary_sensor.slaapkamer_raamsensor_j_d_contact_2,unavailable,binary_sensor,Slaapkamer raamsensor J/D Door
binary_sensor.slaapkamer_raamsensor_j_d_battery_low_2,unavailable,binary_sensor,Slaapkamer raamsensor J/D Battery
todo.test,19,todo,Test
